STATE,DISTRICT,BLOCK,70-90 mts,90-110 mts,110-130 mts,130-150 mts,GREATER THAN 150 mts,TOTAL
ANDHRA PRADESH,MEDAK,THOGUTA,0,56,56,17,0,129
ANDHRA PRADESH,MEDAK,YELDURTHY,22,3,0,0,0,25
ANDHRA PRADESH,MEDAK,ZAHIRABAD,1018,876,66,0,0,1960
ANDHRA PRADESH,NALGONDA,ALAIR,53,0,0,0,0,53
ANDHRA PRADESH,NALGONDA,ANUMULA,110,0,0,0,0,110
ANDHRA PRADESH,NALGONDA,CHANDAM PET,98,0,0,0,0,98
ANDHRA PRADESH,NALGONDA,CHANDUR,12,0,0,0,0,12
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,75,0,0,0,0,75
ANDHRA PRADESH,NALGONDA,CHITYALA,666,45,2,0,0,713
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,32,0,0,0,0,32
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,39,0,0,0,0,39
ANDHRA PRADESH,NALGONDA,GURRAMPODE,3,0,0,0,0,3
ANDHRA PRADESH,NALGONDA,KANGAL,1,1,0,0,0,2
ANDHRA PRADESH,NALGONDA,KATTANGOOR,1,0,0,0,0,1
ANDHRA PRADESH,NALGONDA,KETHEPALLE,239,0,0,0,1,240
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,3,0,0,0,0,3
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,30,0,0,0,0,30
ANDHRA PRADESH,NALGONDA,MOTHKUR,154,0,0,0,0,154
ANDHRA PRADESH,NALGONDA,NAKREKAL,8,9,0,0,0,17
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,1,0,0,0,0,1
ANDHRA PRADESH,NALGONDA,RAJAPET,1,0,0,0,0,1
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,4,0,0,0,0,4
ANDHRA PRADESH,NALGONDA,THIPPARTHI,1,0,0,0,0,1
ANDHRA PRADESH,NALGONDA,THRIPURARAM,5,0,0,0,0,5
ANDHRA PRADESH,NALGONDA,THUNGA THURTHI,27,0,0,0,0,27
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,2,1,0,0,0,3
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,83,0,0,0,0,83
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,603,2,1,0,0,606
ANDHRA PRADESH,NELLORE,BALAYAPALLE,1,6,5,0,0,12
ANDHRA PRADESH,NELLORE,CHEJERLA,2,0,0,0,0,2
ANDHRA PRADESH,NELLORE,CHILLAKUR,15,1,0,0,0,16
ANDHRA PRADESH,NELLORE,GUDUR,27,0,0,0,0,27
ANDHRA PRADESH,NELLORE,INDUKURPET,188,0,0,0,0,188
ANDHRA PRADESH,NELLORE,KALUVOYA,4,0,0,0,0,4
ANDHRA PRADESH,NELLORE,MANUBOLU,7,0,0,0,0,7
ANDHRA PRADESH,NELLORE,OJILI,32,0,0,0,0,32
ANDHRA PRADESH,NELLORE,PELLAKUR,22,0,0,0,0,22
ANDHRA PRADESH,NELLORE,PODLAKUR,1,0,0,0,0,1
ANDHRA PRADESH,NELLORE,THOTAPALLIGUDUR,313,0,0,0,1,314
ANDHRA PRADESH,NIZAMABAD,MACHAREDDY,1,0,0,0,0,1
ANDHRA PRADESH,NIZAMABAD,NIZAMABAD,1,0,0,0,0,1
ANDHRA PRADESH,PRAKASAM,ADDANKI,14,0,0,0,0,14
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,2094,256,29,0,1,2380
ANDHRA PRADESH,PRAKASAM,BALLIKURUVA,1,0,0,0,0,1
ANDHRA PRADESH,PRAKASAM,BESTAVARIPETA,23,2318,16,0,0,2357
ANDHRA PRADESH,PRAKASAM,CHADRASEKARAPURAM,1,0,0,0,0,1
ANDHRA PRADESH,PRAKASAM,CHIMAKURTHI,45,0,0,0,0,45
ANDHRA PRADESH,PRAKASAM,CUMBUM,1190,41,0,0,1,1232
ANDHRA PRADESH,PRAKASAM,DONAKONDA,10,0,0,0,0,10
ANDHRA PRADESH,PRAKASAM,DORNALA,1364,688,28,0,0,2080
ANDHRA PRADESH,PRAKASAM,GIDDALURU,1880,669,29,0,5,2583
ANDHRA PRADESH,PRAKASAM,GUDLURU,74,0,0,0,2,76
ANDHRA PRADESH,PRAKASAM,HANUMANTHUNIPADU,49,0,0,0,2,51
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,15,0,0,0,0,15
ANDHRA PRADESH,PRAKASAM,KANIGIRI,227,0,0,0,0,227
ANDHRA PRADESH,PRAKASAM,KOMAROLU,43,1555,55,1,1,1655
ANDHRA PRADESH,PRAKASAM,KOTHAPATNAM,2,0,0,0,0,2
ANDHRA PRADESH,PRAKASAM,LINGASAMUDRAM,5,0,0,0,0,5
ANDHRA PRADESH,PRAKASAM,MARKAPUR,2085,423,301,0,0,2809
ANDHRA PRADESH,PRAKASAM,MARTUR,203,0,0,0,1,204
ANDHRA PRADESH,PRAKASAM,MUNDLAMURU,1,0,0,0,0,1
ANDHRA PRADESH,PRAKASAM,PAMUR,1,0,0,0,0,1
ANDHRA PRADESH,PRAKASAM,PEDAARAVEEDU,1861,994,96,0,0,2951
ANDHRA PRADESH,PRAKASAM,PODILI,2,0,0,0,0,2
ANDHRA PRADESH,PRAKASAM,PULLALACHERUVU,1597,1629,4,0,0,3230
ANDHRA PRADESH,PRAKASAM,RACHERLA,2134,93,0,0,3,2230
ANDHRA PRADESH,PRAKASAM,TARLAPADU,1239,592,14,0,1,1846
ANDHRA PRADESH,PRAKASAM,THALLUR,2,0,0,0,0,2
ANDHRA PRADESH,PRAKASAM,TRIPURANTHAKAM,1154,584,34,0,0,1772
ANDHRA PRADESH,PRAKASAM,ULAVAPADU,1,0,0,0,0,1
ANDHRA PRADESH,PRAKASAM,VELIGANDLA,83,3,0,0,0,86
ANDHRA PRADESH,PRAKASAM,YERRAGONDAPALEM,1732,2249,14,0,8,4003
ANDHRA PRADESH,RANGAREDDY,CHEVELLA,68,0,0,0,0,68
ANDHRA PRADESH,RANGAREDDY,GANDEED,1,0,0,0,0,1
ANDHRA PRADESH,RANGAREDDY,IBRAHIMPATAM,821,0,0,0,0,821
ANDHRA PRADESH,RANGAREDDY,MEDCHAL,665,115,0,0,8,788
ANDHRA PRADESH,RANGAREDDY,MOINABAD,11,0,0,0,0,11
ANDHRA PRADESH,RANGAREDDY,SHABAD,53,0,0,0,0,53
ANDHRA PRADESH,RANGAREDDY,SHAMIRPET,266,0,0,0,0,266
ANDHRA PRADESH,RANGAREDDY,TANDUR,22,0,0,0,0,22
ANDHRA PRADESH,RANGAREDDY,YACHARAM,182,0,0,0,0,182
ANDHRA PRADESH,SRIKAKULAM,ETCHERLA,7,9,0,0,0,16
ANDHRA PRADESH,SRIKAKULAM,GARA,15,0,0,0,0,15
ANDHRA PRADESH,SRIKAKULAM,RAJAM,1,0,0,0,0,1
ANDHRA PRADESH,SRIKAKULAM,RANASTALAM,50,17,0,0,0,67
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,23,0,0,0,0,23
ANDHRA PRADESH,VISAKHAPATNAM,DUMBRIGUDA,1,0,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,KOTAURATLA,1,0,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,NAKKAPALLI,17,0,0,0,0,17
ANDHRA PRADESH,VISAKHAPATNAM,NARSIPATNAM,5,0,0,0,0,5
ANDHRA PRADESH,VISAKHAPATNAM,NATHAVARAM,2,0,0,0,0,2
ANDHRA PRADESH,VISAKHAPATNAM,PAYAKARAOPETA,9,0,0,0,0,9
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,5,0,0,0,0,5
ANDHRA PRADESH,VISAKHAPATNAM,ROLUGUNTA,1,0,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,S RAYAVARAM,1,0,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,YELAMANCHILI,3,0,0,0,0,3
ANDHRA PRADESH,VIZIANAGARAM,BALAJIPETA,7,0,0,0,0,7
ANDHRA PRADESH,VIZIANAGARAM,BHOGHAPURAM,1,0,0,0,0,1
ANDHRA PRADESH,VIZIANAGARAM,MENTADA,1,0,0,0,0,1
ANDHRA PRADESH,VIZIANAGARAM,PACHIPENTA,2,0,0,0,0,2
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,1,0,0,0,0,1
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,8,0,0,0,0,8
ANDHRA PRADESH,VIZIANAGARAM,THERLAM,11,0,0,0,0,11
ANDHRA PRADESH,WARANGAL,BACHANNAPETA,1,0,0,0,0,1
ANDHRA PRADESH,WARANGAL,BHUPALPALLE,117,0,0,0,0,117
ANDHRA PRADESH,WARANGAL,CHERIYAL,1929,0,4,0,0,1933
ANDHRA PRADESH,WARANGAL,GHANAPUR,5,0,0,0,0,5
ANDHRA PRADESH,WARANGAL,HANAMKONDA,53,2,0,0,0,55
ANDHRA PRADESH,WARANGAL,JANGAON,33,0,0,0,0,33
ANDHRA PRADESH,WARANGAL,KESAMUDRAM,1,0,0,0,0,1
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,4,0,0,0,0,4
ANDHRA PRADESH,WARANGAL,NARMETTA,1,0,0,0,0,1
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,104,0,0,0,0,104
ANDHRA PRADESH,WARANGAL,RAGHUNATHA PALLE,91,0,0,0,0,91
ANDHRA PRADESH,WARANGAL,RAIPARTHY,122,0,0,0,0,122
ANDHRA PRADESH,WARANGAL,SANGEM,15,0,0,0,0,15
ANDHRA PRADESH,WARANGAL,SHAYAMPET,234,0,0,0,0,234
ANDHRA PRADESH,WARANGAL,THORRUR,1,0,0,0,0,1
ANDHRA PRADESH,WARANGAL,VENKATAPUR,918,113,3,0,0,1034
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,3,119,0,0,8,130
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,795,9,0,0,0,804
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,522,0,0,0,0,522
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,2393,0,0,0,1,2394
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,1,15,1207,5,12,1240
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,2262,2,0,0,7,2271
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,10,2649,7,0,1,2667
ANDHRA PRADESH,WEST GODAVARI,ELURU,0,2,0,0,0,2
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,804,178,99,157,14,1252
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,1984,0,0,0,0,1984
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,353,2,0,0,2,357
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,0,2365,0,0,0,2365
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,20,0,0,0,0,20
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,754,21,42,14,2,833
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,1170,845,0,0,0,2015
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,2153,2,0,0,5,2160
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,979,59,0,0,0,1038
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,3,38,156,191,70,458
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,1737,1417,20,0,0,3174
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,9,0,0,0,0,9
ANDHRA PRADESH,WEST GODAVARI,PERAVALI,308,0,0,0,0,308
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,0,3778,0,0,4,3782
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,2690,0,0,0,2690
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,82,3,0,0,0,85
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,0,1322,0,0,0,1322
ARUNACHAL PRADESH,CHANGLANG,BORDUMSA-DIYUN,2,0,0,0,0,2
ARUNACHAL PRADESH,DIBANG VALLEY,ROING-DAMBUK,5,0,0,0,0,5
ARUNACHAL PRADESH,LOHIT,NAMSAI-CHOWKHAM,1,0,0,0,0,1
ARUNACHAL PRADESH,TIRAP,NIAUSA,3,0,0,0,0,3
ASSAM,BAKSA,BASKA,3,3,0,0,0,6
ASSAM,BAKSA,DHAMDHAMA DEV BLOCK,2,0,0,0,0,2
ASSAM,BAKSA,NAGRIJULI DEV BLOCK,1,0,0,0,0,1
ASSAM,BAKSA,TAMULPUR DEV BLOCK,1,0,0,0,0,1
ASSAM,BAKSA,TIHU - BARAMA,3,0,0,0,0,3
ASSAM,BARPETA,BARPETA,3,0,0,0,0,3
ASSAM,BARPETA,CHENGA,7,0,0,0,0,7
ASSAM,BARPETA,JALAH,1,0,0,0,0,1
ASSAM,BARPETA,SARUKHETRI,7,0,0,0,0,7
ASSAM,BONGAIGAON,BAITAMARI,9,0,0,0,0,9
ASSAM,BONGAIGAON,DANGTOL,0,0,17,0,0,17
ASSAM,BONGAIGAON,SRIJANGRAM,1,0,0,0,0,1
ASSAM,BONGAIGAON,TAPATTARY,1,5,1,0,0,7
ASSAM,CACHAR,BASKANDI,0,0,0,0,1,1
ASSAM,CACHAR,PALANGHAT,0,0,1,0,0,1
ASSAM,CACHAR,SILCHAR,1,0,0,0,0,1
ASSAM,CACHAR,SONAI,1,0,2,1,0,4
ASSAM,CACHAR,UDARBAND,0,1,0,0,0,1
ASSAM,CHIRANG,BORO BAZAR DEV .BLOC,2,0,0,0,0,2
ASSAM,CHIRANG,SIDLI CHIRANG DEV .B,1,5,0,0,0,6
ASSAM,DARRANG,DALGAON SIALMARI,4,4,2,0,0,10
ASSAM,DARRANG,KALAIGAON,2,0,0,0,0,2
ASSAM,DARRANG,PACHIM MANGALDOI,1,0,0,0,3,4
ASSAM,DARRANG,PUB MANGALDOI,1,24,0,0,0,25
ASSAM,DARRANG,SIPAJHAR,0,20,1,0,0,21
ASSAM,DHEMAJI,DHEMAJI,4,6,0,0,0,10
ASSAM,DHEMAJI,SISSIBOR GAON,6,0,0,1,0,7
ASSAM,DHUBRI,AGAMONI,6,0,0,0,0,6
ASSAM,DHUBRI,CHAPAR SALKOCHA D.B.,4,0,0,0,0,4
ASSAM,DHUBRI,DEBITOLA,1,0,0,0,0,1
ASSAM,DHUBRI,FEKAMARI,14,0,0,0,0,14
ASSAM,DHUBRI,GAURIPUR,2,0,0,0,0,2
ASSAM,DHUBRI,GOLOKGANJ,1,6,0,0,0,7
ASSAM,DHUBRI,MAHAMAYA,1,0,0,0,0,1
ASSAM,DHUBRI,MANKACHAR,14,0,0,0,0,14
ASSAM,DIBRUGARH,BARBARUA,1,0,3,0,0,4
ASSAM,DIBRUGARH,JOYPUR,3,2,0,0,0,5
ASSAM,DIBRUGARH,KHOWANG,1,0,0,5,0,6
ASSAM,DIBRUGARH,LAHOWAL,12,0,0,1,1,14
ASSAM,DIBRUGARH,PANITOLA,3,0,0,0,0,3
ASSAM,DIBRUGARH,TENGAKHAT,25,0,0,0,0,25
ASSAM,DIBRUGARH,TINGKHONG,3,0,0,0,0,3
ASSAM,GOALPARA,BALIJAN,9,0,0,0,0,9
ASSAM,GOALPARA,JALESWAR,4,0,0,0,0,4
ASSAM,GOALPARA,KHARMUJA,2,7,0,1,0,10
ASSAM,GOALPARA,KRISHNAI,6,0,0,0,0,6
ASSAM,GOALPARA,KUSHDHAWA,2,0,0,0,0,2
ASSAM,GOALPARA,LAKHIPUR,2,0,0,0,0,2
ASSAM,GOALPARA,MATIA,11,0,0,0,0,11
ASSAM,GOALPARA,RANGJULI,6,2,0,0,0,8
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,11,0,0,0,0,11
ASSAM,GOLAGHAT,GOLAGHAT EAST,3,0,0,0,0,3
ASSAM,GOLAGHAT,GOLAGHAT NORTH,8,0,0,0,0,8
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,1,3,18,0,0,22
ASSAM,GOLAGHAT,KAKODONGA,22,2,1,0,0,25
ASSAM,GOLAGHAT,MORONGI,1,0,0,0,0,1
ASSAM,HAILAKANDI,ALGAPUR,7,1,0,0,0,8
ASSAM,HAILAKANDI,HAILAKANDI,1,0,0,0,0,1
ASSAM,HAILAKANDI,LALA,0,0,3,0,0,3
ASSAM,JORHAT,JORHAT,9,0,14,1,0,24
ASSAM,JORHAT,JORHAT CENTRAL,2,37,0,0,2,41
ASSAM,JORHAT,JORHAT NORTH WEST,16,7,0,0,0,23
ASSAM,JORHAT,KALIAPANI,8,2,6,0,0,16
ASSAM,JORHAT,MAJULI,2,0,0,0,0,2
ASSAM,JORHAT,TITABAR,3,0,0,0,0,3
ASSAM,JORHAT,UJANI MAJULI,18,5,0,0,0,23
ASSAM,KAMRUP ( RURAL ),BOKO,5,0,0,0,0,5
ASSAM,KAMRUP ( RURAL ),CHAMARIA,1,0,0,0,0,1
ASSAM,KAMRUP ( RURAL ),CHAYGAON DEV BLOCK,2,0,0,0,0,2
ASSAM,KAMRUP ( RURAL ),GAROIMARI DEVELOPMEN,3,0,0,0,0,3
ASSAM,KAMRUP ( RURAL ),HAJO,5,0,0,0,0,5
ASSAM,KAMRUP ( RURAL ),KAMALPUR DEVELOPMENT,1,0,0,0,8,9
ASSAM,KAMRUP ( RURAL ),RANGIA DEVELOPMENT B,3,0,0,0,0,3
ASSAM,KAMRUP ( RURAL ),SAULKUCHI,15,0,0,0,0,15
ASSAM,KAMRUP METRO,CHANDRAPUR,1,0,0,0,0,1
ASSAM,KAMRUP METRO,RANI,1,0,0,0,0,1
ASSAM,KARBIANGLONG,HOWRAGHAT,1,0,5,0,0,6
ASSAM,KARBIANGLONG,LONGSOMEPI,0,1,0,0,0,1
ASSAM,KARBIANGLONG,RONGKHAG,0,1,1,0,0,2
ASSAM,KARIMGANJ,BADARPUR,0,0,0,0,4,4
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,0,1,1
ASSAM,KARIMGANJ,PATHERKANDI,0,0,0,0,1,1
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,0,0,0,6,6
ASSAM,KOKRAJHAR,DOTOMA,2,0,0,0,0,2
ASSAM,KOKRAJHAR,GOSSAIGAON,6,0,0,0,0,6
ASSAM,KOKRAJHAR,KACHUGAON,3,0,0,0,0,3
ASSAM,KOKRAJHAR,KOKRAJHAR,6,2,0,0,0,8
ASSAM,LAKHIMPUR,BIHPURIA,1,3,1,1,0,6
ASSAM,LAKHIMPUR,BOGINODI,4,4,0,0,0,8
ASSAM,LAKHIMPUR,DHAKUAKHANA,6,1,0,0,0,7
ASSAM,LAKHIMPUR,GHILAMARI,0,1,0,0,0,1
ASSAM,LAKHIMPUR,KARUNABARI,0,20,2,0,0,22
ASSAM,LAKHIMPUR,LAKHIMPUR,8,1,0,0,0,9
ASSAM,LAKHIMPUR,NARAYANPUR,4,25,0,0,0,29
ASSAM,LAKHIMPUR,NOWBOICHA,5,6,4,0,0,15
ASSAM,LAKHIMPUR,TELAHI,2,3,0,0,0,5
ASSAM,MORIGAON,BHUR- BANDHA,11,0,0,0,0,11
ASSAM,MORIGAON,LAHORIGHAT,2,0,4,0,0,6
ASSAM,MORIGAON,MAIRABARI,2,0,2,0,0,4
ASSAM,MORIGAON,MAYONG,1,0,0,0,0,1
ASSAM,NAGOAN,BAJIAGAON,2,0,0,0,0,2
ASSAM,NAGOAN,BARHAMPUR,6,0,0,0,0,6
ASSAM,NAGOAN,BINNAKANDI,11,0,0,0,0,11
ASSAM,NAGOAN,DHALPUKHURI,1,0,0,0,0,1
ASSAM,NAGOAN,KALIABOR,4,3,0,0,0,7
ASSAM,NAGOAN,KATHIATOLI,7,0,0,0,0,7
ASSAM,NAGOAN,KHAGARIJAN,0,1,0,0,0,1
ASSAM,NAGOAN,PACHIM KALIABOR,2,0,0,0,0,2
ASSAM,NAGOAN,RAHA,1,0,0,0,0,1
ASSAM,NAGOAN,RUPAHI,1,0,0,0,0,1
ASSAM,NAGOAN,UDALI,1,4,1,2,0,8
ASSAM,NALBARI,BARKHETRI,11,0,0,0,0,11
ASSAM,NALBARI,BORIGOG BONBHAG,0,6,4,0,0,10
ASSAM,NALBARI,MADHUPUR DEV. BLOCK,3,0,0,0,0,3
ASSAM,NALBARI,PASCHIM NALBARI,22,0,0,0,0,22
ASSAM,NALBARI,PUB NALBARI,2,13,0,0,0,15
ASSAM,NALBARI,TIHU,3,0,0,0,0,3
ASSAM,SIBSAGAR,AMGURI,0,0,1,0,0,1
ASSAM,SIBSAGAR,DEMOW,2,0,0,0,0,2
ASSAM,SIBSAGAR,GOURISAGAR,0,5,0,0,2,7
ASSAM,SIBSAGAR,NAZIRA,1,0,0,0,1,2
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,0,0,1,0,0,1
ASSAM,SIBSAGAR,SEPEKHATI,0,0,0,3,0,3
ASSAM,SIBSAGAR,SIBSAGAR,1,0,15,0,0,16
ASSAM,SIBSAGAR,SONARI,1,0,0,0,0,1
ASSAM,SONITPUR,BAGHMARA,8,0,0,0,0,8
ASSAM,SONITPUR,BALIPARA,5,0,0,0,0,5
ASSAM,SONITPUR,BEHELI,65,0,0,0,0,65
ASSAM,SONITPUR,BIHAGURI,1,0,0,0,0,1
ASSAM,SONITPUR,BISHWANATH,1,0,0,0,0,1
ASSAM,SONITPUR,BORCHALA,8,0,0,0,0,8
ASSAM,SONITPUR,CHAIDUAR,2,0,0,0,0,2
ASSAM,SONITPUR,CHATIA,2,0,0,0,0,2
ASSAM,SONITPUR,DHEKIAJULI,8,0,0,0,0,8
ASSAM,SONITPUR,GABHARU,1,0,0,0,0,1
ASSAM,SONITPUR,PUB-CHAIDUAR,3,0,0,0,0,3
ASSAM,SONITPUR,SOKAMATHA,12,0,0,0,0,12
ASSAM,TINSUKIA,GUIJAN,7,0,0,2,1,10
ASSAM,TINSUKIA,HAPJAN,1,0,2,11,0,14
ASSAM,TINSUKIA,KAKAPATHAR,7,0,10,0,0,17
ASSAM,TINSUKIA,MARGHERITA,1,0,6,1,0,8
ASSAM,TINSUKIA,SAIKHOWA,18,2,3,0,0,23
ASSAM,UDALGURI,2 NO MAZBAT,1,0,0,0,0,1
ASSAM,UDALGURI,BHERGAON,11,2,0,0,0,13
ASSAM,UDALGURI,UDALGURI,22,0,0,0,0,22
BIHAR,ARARIA,ARARIA,16,0,0,0,0,16
BIHAR,ARARIA,BHARGAMA,1,0,0,0,0,1
BIHAR,ARARIA,FORBESGANJ,2,0,0,0,0,2
BIHAR,ARARIA,KURSAKANTA,22,0,0,0,0,22
BIHAR,ARARIA,SIKTI,1,0,0,0,0,1
BIHAR,AURANGABAD,BARUN,175,1,0,0,0,176
BIHAR,AURANGABAD,DAUDNAGAR,3,0,0,0,0,3
BIHAR,AURANGABAD,DEO,11,0,0,0,0,11
BIHAR,AURANGABAD,GOH,45,0,0,0,0,45
BIHAR,AURANGABAD,HASPURA,8,0,0,0,0,8
BIHAR,AURANGABAD,KUTUMBA,179,0,0,0,0,179
BIHAR,AURANGABAD,MADANPUR,71,0,0,0,0,71
BIHAR,AURANGABAD,NABINAGAR,192,0,0,0,0,192
BIHAR,AURANGABAD,OBRA,85,0,0,0,0,85
BIHAR,AURANGABAD,RAFIGANAJ,328,0,0,0,0,328
BIHAR,BANKA,AMARPUR,4,0,0,0,0,4
BIHAR,BANKA,BANKA,1,0,0,0,0,1
BIHAR,BANKA,DHORAIYA,1,0,0,0,0,1
BIHAR,BANKA,KATORIYA,16,0,0,0,0,16
BIHAR,BANKA,PHULLIDUMER,1,0,0,0,0,1
BIHAR,BANKA,SAMBHUGANJ,6,0,1,0,0,7
BIHAR,BEGUSARAI,BACHHAWARA,211,0,0,0,0,211
BIHAR,BEGUSARAI,BAKHRI,23,0,0,0,0,23
BIHAR,BEGUSARAI,BALLIA,47,0,0,0,0,47
BIHAR,BEGUSARAI,BARAUNI,330,0,0,0,0,330
BIHAR,BEGUSARAI,BEGUSARAI,308,2,0,0,0,310
BIHAR,BEGUSARAI,BHAGWANPUR,80,1,0,0,0,81
BIHAR,BEGUSARAI,BIRPUR,159,0,0,0,0,159
BIHAR,BEGUSARAI,CHHAURAHI,20,1,0,0,0,21
BIHAR,BEGUSARAI,DANDARI,4,0,0,0,0,4
BIHAR,BEGUSARAI,GADHPURA,244,0,0,0,0,244
BIHAR,BEGUSARAI,MANSOORCHAK,246,0,0,0,0,246
BIHAR,BEGUSARAI,MATIHANI,98,0,0,0,0,98
BIHAR,BEGUSARAI,NAWAKOTHI,72,0,0,0,0,72
BIHAR,BEGUSARAI,S.KAMAL,22,0,0,0,0,22
BIHAR,BEGUSARAI,SAMHO AKHA KURHA,69,0,0,0,0,69
BIHAR,BEGUSARAI,TEGHRA,68,1,0,0,0,69
BIHAR,BHAGALPUR,BIHPUR,0,3,0,0,0,3
BIHAR,BHAGALPUR,GOPALPUR,0,4,0,0,0,4
BIHAR,BHAGALPUR,GOURADIH,0,5,0,0,0,5
BIHAR,BHAGALPUR,JAGDISHPUR,0,1,0,0,0,1
BIHAR,BHAGALPUR,KAHALGAON,1,0,0,0,0,1
BIHAR,BHAGALPUR,KHARIK,1,4,0,0,0,5
BIHAR,BHAGALPUR,PIRPAINTY,0,2,0,0,0,2
BIHAR,BHAGALPUR,SABOUR,0,3,0,0,0,3
BIHAR,BHAGALPUR,SHAHKUND,2,0,0,0,0,2
BIHAR,BHAGALPUR,SULTANGANJ,0,1,0,0,0,1
BIHAR,BHOJPUR,AGIAON,0,13,0,0,0,13
BIHAR,BHOJPUR,ARA,1,45,1,0,0,47
BIHAR,BHOJPUR,BARHARA,0,44,2,0,0,46
BIHAR,BHOJPUR,BEHEA,0,41,0,0,0,41
BIHAR,BHOJPUR,CHARPOKHARI,0,9,0,0,0,9
BIHAR,BHOJPUR,JAGDISHPUR,0,185,0,0,0,185
BIHAR,BHOJPUR,KOILWAR,0,47,0,0,0,47
BIHAR,BHOJPUR,PIRO,0,7,0,0,0,7
BIHAR,BHOJPUR,SAHAR,0,7,0,0,0,7
BIHAR,BHOJPUR,SANDESH,0,2,0,0,0,2
BIHAR,BHOJPUR,SHAHPUR,0,124,0,0,0,124
BIHAR,BHOJPUR,TARARI,1,2,0,0,1,4
BIHAR,BHOJPUR,UDWANTNAGAR,0,21,0,0,0,21
BIHAR,BUXAR,BRAHMPUR,29,0,0,0,0,29
BIHAR,BUXAR,BUXAR,237,5,0,0,3,245
BIHAR,BUXAR,CHOUGAI,3,0,0,0,0,3
BIHAR,BUXAR,CHOUSA,7,0,0,0,0,7
BIHAR,BUXAR,DUMRAON,45,0,0,0,0,45
BIHAR,BUXAR,ITARHI,18,0,0,0,0,18
BIHAR,BUXAR,KESATH,1,0,0,0,0,1
BIHAR,BUXAR,NAWANAGAR,171,0,0,0,0,171
BIHAR,BUXAR,RAJPUR,11,0,0,0,0,11
BIHAR,BUXAR,SIMRI,27,0,0,0,0,27
BIHAR,DARBHANGA,BAHADURPUR,3,0,1,0,0,4
BIHAR,DARBHANGA,BENIPUR,1,0,0,0,0,1
BIHAR,DARBHANGA,BIRAUL,1,0,0,0,0,1
BIHAR,DARBHANGA,DARBHANGA,75,0,0,0,0,75
BIHAR,DARBHANGA,GAURA BAURAM,1,0,0,0,0,1
BIHAR,DARBHANGA,HAYAGHAT,1,0,0,0,0,1
BIHAR,DARBHANGA,JALE,1,0,0,0,0,1
BIHAR,DARBHANGA,KEOTI RUNWAY,1,0,0,0,0,1
